Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
31243075,Mikhail and Margarita,Julie Lekstrom Himes,"Himes, Julie Lekstrom",,"=""1609453751""","=""9781609453756""",0,3.63,Europa Editions,Paperback,375,2017,2017,,2021/02/26,"library, currently-reading","library (#210), currently-reading (#3)",currently-reading,,,,1,,,0,,,,,
29939161,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""1250103509""","=""9781250103505""",0,4.13,St. Martin's Press,Hardcover,246,2017,2017,,2019/12/01,"audiobook, library, business, non-fiction, currently-reading","audiobook (#106), library (#147), business (#18), non-fiction (#86), currently-reading (#2)",currently-reading,,,,1,,,0,,,,,
2247142,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,"Highsmith, Patricia",,"=""0393332144""","=""9780393332148""",0,3.93,W. W. Norton  Company,Paperback,320,2008,1955,,2021/02/25,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,"=""1472223799""","=""9781472223791""",5,4.34,Tinder Press,Hardcover,372,2020,2020,2021/02/23,2020/09/09,"audiobook, library, bookclub, 5-star","audiobook (#133), library (#209), bookclub (#33), 5-star (#120)",read,,,,1,,,0,,,,,
821457,The Idea of Perfection,Kate Grenville,"Grenville, Kate",,"=""0330490656""","=""9780330490658""",4,3.64,Picador,Paperback,416,2001,1999,2021/02/25,2021/02/08,library,library (#208),read,,,,1,,,0,,,,,
50357461,Land: How the Hunger for Ownership Shaped the Modern World,Simon Winchester,"Winchester, Simon",,"=""0062938355""","=""9780062938350""",0,3.71,Harper,ebook,464,2021,2021,,2021/02/18,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
49184264,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""0552779903""","=""9780552779906""",0,4.31,Black Swan,Paperback,544,2020,2019,,2021/02/14,"non-fiction, currently-reading","non-fiction (#85), currently-reading (#1)",currently-reading,,,,1,,,0,,,,,
13732457,Golden Hill,Francis Spufford,"Spufford, Francis",,"=""0571225195""","=""9780571225194""",4,3.79,Faber & Faber,Hardcover,344,2016,2016,2021/01/31,2020/11/09,"audiobook, bookclub, library, books-about-boozing, slave-trade, unlikeable-male-protagonist","audiobook (#131), bookclub (#31), library (#203), books-about-boozing (#57), slave-trade (#8), unlikeable-male-protagonist (#43)",read,,,,1,,,0,,,,,
39286958,Measure What Matters,John E. Doerr,"Doerr, John E.",,"=""""","=""""",0,4.02,Penguin,Kindle Edition,320,2018,2017,,2020/08/07,"business, non-fiction, couldn-t-finish","business (#16), non-fiction (#75), couldn-t-finish (#10)",couldn-t-finish,,,,0,,,0,,,,,
40175320,"Middle England (Rotters' Club, #3)",Jonathan Coe,"Coe, Jonathan",,"=""0241309468""","=""9780241309469""",4,3.95,Viking,Hardcover,424,2018,2018,2021/02/08,2021/01/29,"costa-whitbread, library, writing-about-writing","costa-whitbread (#27), library (#206), writing-about-writing (#3)",read,,,,1,,,0,,,,,
44436221,Interior Chinatown,Charles Yu,"Yu, Charles",,"=""0307907198""","=""9780307907196""",4,4.04,Pantheon Books,Hardcover,273,2020,2020,2021/02/04,2021/01/31,"audiobook, library","audiobook (#132), library (#207)",read,,,,1,,,0,,,,,
10054335,Rules of Civility,Amor Towles,"Towles, Amor",,"=""""","=""""",0,4.04,Viking Adult,Hardcover,335,2011,2011,,2021/02/02,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
45455157,Southern Nights,Naomi Arnold,"Arnold, Naomi",,"=""1775541282""","=""9781775541288""",4,4.50,HarperCollins,Hardcover,288,2021,,2021/01/31,2020/12/06,non-fiction,non-fiction (#83),read,,,,1,,,0,,,,,
6411016,Matterhorn,Karl Marlantes,"Marlantes, Karl",,"=""0979528534""","=""9780979528538""",0,4.22,El Leon Literary Arts,Paperback,663,2009,2010,,2021/01/29,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
124918,Airport,Arthur Hailey,"Hailey, Arthur","Aldo Barilli, Mario Colombo, Neo Cirillo","=""0425176088""","=""9780425176085""",4,3.96,Berkley,Paperback,476,2000,1968,2021/01/28,2021/01/17,"library, aviation, cold","library (#204), aviation (#8), cold (#12)",read,,,,1,,,0,,,,,
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",0,4.06,Knopf,Hardcover,304,2021,2021,,2021/01/24,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",4,4.27,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,2021/01/18,2020/09/18,"bookclub, books-about-boozing, library","bookclub (#32), books-about-boozing (#56), library (#205)",read,,,,1,,,0,,,,,
169510,The Debt to Pleasure,John Lanchester,"Lanchester, John",,"=""0312420366""","=""9780312420369""",4,3.74,Picador,Paperback,272,2001,1996,2020/08/28,2020/08/18,"library, unlikeable-male-protagonist","library (#173), unlikeable-male-protagonist (#42)",read,,,,1,,,0,,,,,
52741293,Shuggie Bain,Douglas   Stuart,"Stuart, Douglas",,"=""0802148042""","=""9780802148049""",5,4.42,Grove Press,Hardcover,430,2020,2020,2021/01/18,2021/01/03,"audiobook, bookers, library, 5-star, books-about-boozing","audiobook (#130), bookers (#56), library (#202), 5-star (#119), books-about-boozing (#55)",read,,,,1,,,0,,,,,
16171272,The Good Lord Bird,James   McBride,"McBride, James",,"=""1594486344""","=""9781594486340""",3,3.85,Riverhead Books,Hardcover,417,2013,2013,2021/01/03,2019/05/30,"national-book-award, library, slave-trade","national-book-award (#9), library (#200), slave-trade (#7)",read,,,,1,,,0,,,,,
40626794,Sea Monsters,Chloe Aridjis,"Aridjis, Chloe",,"=""1936787865""","=""9781936787869""",4,3.41,Catapult ,Hardcover,205,2019,2019,2020/06/13,2020/04/06,"pen-faulkner-award, library, books-about-boozing","pen-faulkner-award (#10), library (#162), books-about-boozing (#54)",read,,,,1,,,0,,,,,
37558445,Boy Swallows Universe,Trent Dalton,"Dalton, Trent",,"=""1460753895""","=""9781460753897""",4,4.39,HarperCollins Publishers Australia,Paperback,464,2018,2018,2020/06/24,2020/05/14,"library, books-about-boozing","library (#160), books-about-boozing (#53)",read,4.5,,,1,,,0,,,,,
43878801,Last Call: Bartenders on Their Final Drink and the Wisdom and Rituals of Closing Time,Brad Thomas Parsons,"Parsons, Brad Thomas",,"=""0399582762""","=""9780399582769""",5,4.33,Ten Speed Press,Hardcover,288,2019,,2020/08/16,2020/07/26,"library, non-fiction, 5-star, books-about-boozing","library (#169), non-fiction (#74), 5-star (#109), books-about-boozing (#52)",read,,,,1,,,0,,,,,
24897241,Coming Rain,Stephen Daisley,"Daisley, Stephen",,"=""1922182028""","=""9781922182029""",5,3.83,Text Publishing,Paperback,288,2015,2015,2020/10/17,2020/10/11,"audiobook, library, lingering-effect, religion, 5-star, books-about-boozing","audiobook (#123), library (#186), lingering-effect (#48), religion (#33), 5-star (#108), books-about-boozing (#51)",read,,,,1,,,0,,,,,
871284,Billy Bathgate,E.L. Doctorow,"Doctorow, E.L.",,"=""0452280028""","=""9780452280021""",5,3.79,Plume,Paperback,326,1998,1989,2020/11/10,2020/11/01,"audiobook, library, 5-star, books-about-boozing","audiobook (#125), library (#191), 5-star (#115), books-about-boozing (#50)",read,,,,1,,,0,,,,,
13602426,The Round House,Louise Erdrich,"Erdrich, Louise",,"=""0062065246""","=""9780062065247""",4,3.95,HarperCollins,Hardcover,323,2012,2012,2020/12/14,2018/05/21,"national-book-award, library, books-about-boozing","national-book-award (#5), library (#197), books-about-boozing (#49)",read,,,,1,,,0,,,,,
27208950,"Smuggler's Cove: Exotic Cocktails, Rum, and the Cult of Tiki",Martin Cate,"Cate, Martin",Rebecca Cate,"=""1607747324""","=""9781607747321""",5,4.58,Ten Speed Press,Hardcover,352,2016,2016,2020/12/15,2020/11/29,"library, non-fiction, 5-star, books-about-boozing","library (#198), non-fiction (#82), 5-star (#117), books-about-boozing (#48)",read,,,,1,,,0,,,,,
16277245,The Drunken Botanist: The Plants That Create the World's Great Drinks,Amy  Stewart,"Stewart, Amy",,"=""1616200464""","=""9781616200466""",5,4.00,Algonquin Books,Hardcover,362,2013,2013,2021/01/13,2020/12/29,"library, 5-star, books-about-boozing, non-fiction","library (#201), 5-star (#118), books-about-boozing (#47), non-fiction (#84)",read,,,,1,,,0,,,,,
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""1101870605""","=""9781101870600""",0,3.79,Pantheon Books,Hardcover,274,2019,1994,,2021/01/06,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
30138153,How to Read Water: Clues & Patterns from Puddles to the Sea,Tristan Gooley,"Gooley, Tristan",,"=""1473615224""","=""9781473615229""",4,3.93,Sceptre,Paperback,384,2017,2016,2020/03/01,2019/12/27,"nautical, non-fiction","nautical (#16), non-fiction (#64)",read,,,,1,,,0,,,,,
51964,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""0765348276""","=""9780765348272""",0,4.21,Tor Books,Mass Market Paperback,355,2007,2005,,2021/01/02,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""0143110438""","=""9780143110439""",4,4.33,Penguin Books,Paperback,462,2019,2016,2021/01/02,2020/11/09,"bookclub, audiobook, library","bookclub (#30), audiobook (#129), library (#199)",read,,,,1,,,0,,,,,
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",0,3.86,Orbit,Paperback,471,1988,1987,,2020/12/19,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.33,Bloomsbury,Hardcover,250,2020,2020,,2020/12/07,"to-read, bookclub","to-read (#43), bookclub (#29)",to-read,,,,0,,,0,,,,,
51231340,"This Is Chance!: The Shaking of an All-American City, a Voice That Held It Together",Jon Mooallem,"Mooallem, Jon",,"=""0525509917""","=""9780525509912""",0,3.84,Random House,Hardcover,336,2020,2020,,2020/12/07,"to-read, bookclub","to-read (#45), bookclub (#28)",to-read,,,,0,,,0,,,,,
49188384,Red Pill,Hari Kunzru,"Kunzru, Hari",,"=""0451493710""","=""9780451493712""",0,3.81,Knopf Publishing Group,Hardcover,304,2020,2020,,2020/12/07,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
52185452,Summerwater,Sarah Moss,"Moss, Sarah",,"=""1529035430""","=""9781529035438""",0,3.78,Pan MacMillan/Picador,Hardcover,208,2020,2020,,2020/12/07,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
30325865,The Tidal Zone,Sarah Moss,"Moss, Sarah",,"=""1783783079""","=""9781783783076""",5,3.89,Granta,Paperback,331,2016,2016,2020/11/24,2020/09/07,"audiobook, library, 5-star, lingering-effect","audiobook (#127), library (#194), 5-star (#116), lingering-effect (#49)",read,,,,1,,,0,,,,,
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",4,4.46,Random House,Hardcover,334,2018,2018,2020/12/05,2020/11/20,"audiobook, library, non-fiction, tyrant-prepper-father","audiobook (#128), library (#196), non-fiction (#81), tyrant-prepper-father (#5)",read,,,,1,,,0,,,,,
52381081,Trust Exercise,Susan Choi,"Choi, Susan",,"=""1250231264""","=""9781250231260""",3,3.13,Holt Paperbacks,Paperback,257,2020,2019,2020/11/26,2020/11/16,"library, national-book-award","library (#195), national-book-award (#10)",read,,,,1,,,0,,,,,
35510008,This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,"Kay, Adam",,"=""""","=""""",3,4.40,Picador,Kindle Edition,285,2017,2017,2020/04/07,2020/04/07,"audiobook, library, non-fiction","audiobook (#109), library (#151), non-fiction (#68)",read,,,,1,,,0,,,,,
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",4,3.85,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,2020/11/16,2020/10/06,library,library (#192),read,,,,1,,,0,,,,,
6732019,Rework,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0307463745""","=""9780307463746""",3,3.96,Crown Business,Hardcover,279,2010,2010,2020/11/14,2020/11/09,"audiobook, business, library, non-fiction","audiobook (#126), business (#17), library (#193), non-fiction (#80)",read,,,,1,,,0,,,,,
20752688,Shifting Colours,Fiona Sussman,"Sussman, Fiona",,"=""0749016418""","=""9780749016418""",0,4.06,Allison & Busby,Hardcover,303,2014,2014,,2020/11/09,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
40943455,Ghost Towns (Abandoned series),Chris McNab,"McNab, Chris",,"=""""","=""9781782745501""",3,3.88,Amber Books Ltd,Hardcover,224,2018,2018,2020/10/28,2020/10/18,"library, non-fiction","library (#189), non-fiction (#79)",read,,,,1,,,0,,,,,
36885304,Flights,Olga Tokarczuk,"Tokarczuk, Olga",Jennifer  Croft,"=""0525534199""","=""9780525534198""",3,3.79,Riverhead Books,Hardcover,403,2018,2007,2020/11/09,2020/10/20,library,library (#190),read,,,,1,,,0,,,,,
6606872,As the Earth Turns Silver,Alison Wong,"Wong, Alison",,"=""0143011677""","=""9780143011675""",3,3.72,Penguin Books (NZ),Paperback,288,2009,2009,2020/10/24,2020/10/18,"audiobook, library, new-zealand, war","audiobook (#124), library (#188), new-zealand (#26), war (#63)",read,,,,1,,,0,,,,,
44135420,Team Topologies: Organizing Business and Technology Teams for Fast Flow,Matthew    Skelton,"Skelton, Matthew",Manuel Pais,"=""1942788827""","=""9781942788829""",4,4.27,It Revolution Press,ebook,240,2019,2019,2020/06/11,2020/05/06,"business, non-fiction, library","business (#15), non-fiction (#71), library (#157)",read,,,,1,,,0,,,,,
167216,Amy and Isabelle,Elizabeth Strout,"Strout, Elizabeth",,"=""0375705198""","=""9780375705199""",5,3.84,Vintage,Paperback,304,2000,1998,2019/01/06,2018/11/08,"religion, lingering-effect, 5-star","religion (#23), lingering-effect (#32), 5-star (#114)",read,,,,1,,,0,,,,,
28636686,The Sport of Kings,C.E. Morgan,"Morgan, C.E.",,"=""0007313268""","=""9780007313266""",5,3.58,4th Estate,Hardcover,545,2016,2016,2020/02/04,2020/01/07,"kirkus, audiobook, library, lingering-effect, 5-star","kirkus (#3), audiobook (#102), library (#141), lingering-effect (#46), 5-star (#113)",read,,,,1,,,0,,,,,
53453916,The history of Mount Eden : the district and its people / edited by Helen B. Laurenson,Helen B. Laurenson,"Laurenson, Helen B.",,"=""0473460017""","=""9780473460013""",5,5.00,The Epsom & Eden District Historical Society,Hardcover,381,2019,,2020/06/08,2020/05/21,"library, non-fiction, new-zealand, 5-star","library (#156), non-fiction (#72), new-zealand (#25), 5-star (#112)",read,,,,1,,,0,,,,,
35019164,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,"Nosrat, Samin","Wendy MacNaughton, Michael Pollan","=""1782112308""","=""9781782112303""",5,4.30,Random House Uk,Hardcover,480,2017,2017,2020/06/13,2019/12/29,"non-fiction, 5-star","non-fiction (#63), 5-star (#111)",read,,,,1,,,0,,,,,
38922230,Ghost Wall,Sarah Moss,"Moss, Sarah",,"=""1783784458""","=""9781783784455""",5,3.79,Granta Books,Hardcover,152,2018,2018,2020/07/02,2020/03/30,"bookclub, audiobook, library, tyrant-prepper-father, 5-star","bookclub (#21), audiobook (#115), library (#165), tyrant-prepper-father (#4), 5-star (#110)",read,,,,1,,,0,,,,,
13055592,Redshirts,John Scalzi,"Scalzi, John",,"=""0765316994""","=""9780765316998""",0,3.85,Tor Books,Hardcover,320,2012,2012,,2020/10/19,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
15055,Oranges Are Not the Only Fruit,Jeanette Winterson,"Winterson, Jeanette",,"=""""","=""""",3,3.73,Grove Press,Paperback,176,1997,1985,2020/10/19,2020/10/11,"library, religion","library (#187), religion (#31)",read,,,,1,,,0,,,,,
31420708,You Don't Have to Say You Love Me,Sherman Alexie,"Alexie, Sherman",,"=""031627075X""","=""9780316270755""",4,4.16,"Little, Brown and Company",Hardcover,457,2017,2017,2020/10/12,2020/08/11,"bookclub, library, non-fiction","bookclub (#27), library (#184), non-fiction (#78)",read,,,,1,,,0,,,,,
43789029,Water Shall Refuse Them,Lucie McKnight Hardy,"Hardy, Lucie McKnight",,"=""1911585568""","=""9781911585565""",0,3.54,Dead Ink,Paperback,257,2019,2019,,2020/10/11,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
49374086,The Discomfort of Evening,Marieke Lucas Rijneveld,"Rijneveld, Marieke Lucas",Michele Hutchison,"=""0571349366""","=""9780571349364""",4,3.49,Faber & Faber,Paperback,282,2020,2018,2020/10/03,2020/09/28,"booker-international, library, lingering-effect, religion","booker-international (#3), library (#183), lingering-effect (#47), religion (#32)",read,4 for originality and bravery rather than enjoyment. Grueling.,,,1,,,0,,,,,
50489373,Sid Meier's Memoir!: A Life in Computer Games,Sid Meier,"Meier, Sid",,"=""1324005874""","=""9781324005872""",0,4.17,W. W. Norton  Company,Hardcover,286,2020,2020,,2020/10/09,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
9297774,"Eve (Eve, #1)",Anna Carey,"Carey, Anna",,"=""0062048503""","=""9780062048509""",2,3.69,HarperCollins,Hardcover,336,2011,2011,2020/10/07,2020/10/04,"audiobook, library","audiobook (#122), library (#185)",read,"I don't think I'm the audience for this one. It's high up on the best post-apocalyptic fiction list on Goodreads, but that does seem to be dominated by YA. It starts OK but descends into a pastiche with in-your-face derivation.",,,1,,,0,,,,,
408888,A Spell of Winter,Helen Dunmore,"Dunmore, Helen",,"=""0871137828""","=""9780871137821""",4,3.62,Grove/Atlantic,Hardcover,313,2001,1995,2020/09/27,2020/09/18,"library, womens-prize-for-fiction","library (#182), womens-prize-for-fiction (#15)",read,,,,1,,,0,,,,,
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",4,3.70,Anchor Books,Paperback,209,1994,1958,2020/09/26,2020/06/08,"audiobook, library","audiobook (#121), library (#180)",read,,,,1,,,0,,,,,
25246351,Real Modern: Everyday New Zealand in the 1950s and 1960s,Bronwyn Labrum,"Labrum, Bronwyn",,"=""0994104170""","=""9780994104175""",4,3.83,Te Papa Press,Hardcover,416,2015,2015,2020/09/21,2020/08/30,"library, new-zealand, non-fiction","library (#177), new-zealand (#24), non-fiction (#77)",read,,,,1,,,0,,,,,
34563821,Disappearing Earth,Julia  Phillips,"Phillips, Julia",,"=""""","=""""",4,3.89,Knopf,Hardcover,312,2019,2019,2020/09/18,2019/11/22,"cold, library","cold (#11), library (#181)",read,,,,1,,,0,,,,,
43256597,Night Boat to Tangier,Kevin Barry,"Barry, Kevin",,"=""0385540310""","=""9780385540315""",4,3.67,Doubleday,Hardcover,224,2019,2019,2020/09/16,2020/09/05,"audiobook, books-about-boozing, library","audiobook (#120), books-about-boozing (#46), library (#179)",read,,,,1,,,0,,,,,
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",0,4.13,HarperCollins,Hardcover,307,2008,2008,,2017/03/14,"to-read, hugo, library","to-read (#3), hugo (#5), library (#178)",to-read,,,,0,,,0,,,,,
77866,Any Human Heart,William  Boyd,"Boyd, William",,"=""1400031001""","=""9781400031009""",0,4.28,Vintage,Paperback,480,2004,2002,,2020/09/06,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
72148,Restless,William  Boyd,"Boyd, William",,"=""0747589372""","=""9780747589372""",5,3.90,Bloomsbury,Paperback,336,2007,2006,2020/09/06,2020/07/07,"costa-whitbread, audiobook, library, 5-star","costa-whitbread (#25), audiobook (#119), library (#175), 5-star (#107)",read,,,,1,,,0,,,,,
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",0,4.38,Simon & Schuster,Hardcover,538,2019,2019,,2020/09/05,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
356768,Larry's Party,Carol Shields,"Shields, Carol",,"=""0679309519""","=""9780679309512""",4,3.73,Vintage Canada,Paperback,352,1998,1997,2020/09/05,2020/08/17,"library, womens-prize-for-fiction","library (#176), womens-prize-for-fiction (#14)",read,,,,1,,,0,,,,,
11773,Charming Billy,Alice McDermott,"McDermott, Alice",Marie-Odile Masek,"=""2264031115""","=""9782264031112""",4,3.44,10/18,Paperback,294,2001,1998,2020/08/27,2020/08/23,"audiobook, library, religion, books-about-boozing","audiobook (#118), library (#174), religion (#30), books-about-boozing (#45)",read,4.5,,,1,,,0,,,,,
930842,Felicia's Journey,William Trevor,"Trevor, William",,"=""0140253602""","=""9780140253603""",4,3.68,Penguin Books,Paperback,212,1996,1994,2020/08/17,2020/02/18,library,library (#171),read,,,,1,,,0,,,,,
13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,"Brown, Brené",,"=""1592407331""","=""9781592407330""",4,4.26,Avery,Hardcover,287,2012,2012,2020/08/14,2020/08/08,"audiobook, library, non-fiction","audiobook (#117), library (#172), non-fiction (#76)",read,,,,1,,,0,,,,,
43984883,"Olive, Again (Olive Kitteridge, #2)",Elizabeth Strout,"Strout, Elizabeth",,"=""0812996542""","=""9780812996548""",0,4.11,Random House,Hardcover,289,2019,2019,,2020/08/11,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
12781,The Satanic Verses,Salman Rushdie,"Rushdie, Salman",,"=""0312270828""","=""9780312270827""",3,3.70,Picador USA,Paperback,561,1997,1988,2020/08/08,2020/07/19,"audiobook, library, costa-whitbread","audiobook (#116), library (#167), costa-whitbread (#26)",read,,,,1,,,0,,,,,
45289222,Writers & Lovers,Lily King,"King, Lily",,"=""""","=""""",4,4.09,Grove Press,Hardcover,320,2020,2020,2020/08/07,2020/02/28,"library, writing-about-writing","library (#170), writing-about-writing (#2)",read,,,,1,,,0,,,,,
45754981,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0525521143""","=""9780525521143""",4,3.71,Knopf Publishing Group,Hardcover,302,2020,2020,2020/07/27,2020/02/28,library,library (#168),read,,,,1,,,0,,,,,
4619726,All the Living,C.E. Morgan,"Morgan, C.E.",,"=""0374103623""","=""9780374103620""",0,3.61,Farrar Straus Giroux,Hardcover,199,2009,2009,,2020/07/23,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
4500005,Sydney Bridge Upside Down,David Ballantyne,"Ballantyne, David",,"=""0582717833""","=""9780582717831""",0,3.83,Paul Longman,Paperback,223,1981,1968,,2020/07/19,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
258079,The Go-Between,L.P. Hartley,"Hartley, L.P.",Colm Tóibín,"=""0940322994""","=""9780940322998""",4,3.97,New York Review of Books,Paperback,326,2002,1953,2020/07/17,2020/04/30,"rnz-lockdown, library","rnz-lockdown (#2), library (#166)",read,4.5,,,1,,,0,,,,,
31522415,What It Means When a Man Falls from the Sky,Lesley Nneka Arimah,"Arimah, Lesley Nneka",,"=""0735211027""","=""9780735211025""",0,4.12,Riverhead Books,Hardcover,232,2017,2017,,2020/07/07,"to-read, kirkus","to-read (#32), kirkus (#4)",to-read,,,,0,,,0,,,,,
52255586,A Thousand Moons (Days Without End #2),Sebastian Barry,"Barry, Sebastian",,"=""0735223106""","=""9780735223103""",4,3.94,Viking,Hardcover,272,2020,2020,2020/07/07,2020/03/31,library,library (#164),read,,,,1,,,0,,,,,
52722079,The Pull of the Stars,Emma Donoghue,"Donoghue, Emma",,"=""0316499013""","=""9780316499019""",0,4.00,"Little, Brown and Company",Hardcover,295,2020,2020,,2020/06/30,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
52597312,Utopia Avenue,David Mitchell,"Mitchell, David",,"=""0812997433""","=""9780812997439""",0,4.03,Random House,Hardcover,574,2020,2020,,2020/06/30,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
34912895,The Great Alone,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",4,4.34,St. Martin's Press,Kindle Edition,435,2018,2018,2019/07/03,2019/06/28,"library, cold, tyrant-prepper-father","library (#114), cold (#9), tyrant-prepper-father (#3)",read,,,,1,,,0,,,,,
22825631,Our Endless Numbered Days,Claire Fuller,"Fuller, Claire",,"=""1941040012""","=""9781941040010""",3,3.66,Tin House Books,Paperback,394,2015,2015,2017/12/01,2017/11/27,"library, tyrant-prepper-father","library (#39), tyrant-prepper-father (#2)",read,,,,1,,,0,,,,,
33572350,My Absolute Darling,Gabriel Tallent,"Tallent, Gabriel",,"=""0735211175""","=""9780735211179""",4,3.62,Riverhead Books,Hardcover,417,2017,2017,2017/12/13,2017/12/02,"library, audiobook, lingering-effect, tyrant-prepper-father","library (#40), audiobook (#35), lingering-effect (#26), tyrant-prepper-father (#1)",read,,,,1,,,0,,,,,
36580666,Influenza: The Hundred-Year Hunt to Cure the Deadliest Disease in History,Jeremy   Brown,"Brown, Jeremy",,"=""1501181246""","=""9781501181245""",4,3.98,Atria Books,Hardcover,272,2018,2018,2020/06/27,2020/04/07,"library, non-fiction","library (#163), non-fiction (#73)",read,,,,1,,,0,,,,,
51551602,Three Apples Fell from the Sky,Narine Abgaryan,"Abgaryan, Narine",Lisa C. Hayden,"=""1786077310""","=""9781786077318""",4,4.30,Oneworld Publications,ebook,256,2020,2015,2020/06/24,2020/05/29,"library, audiobook","library (#159), audiobook (#114)",read,,,,1,,,0,,,,,
36692478,There There,Tommy Orange,"Orange, Tommy",,"=""0525520376""","=""9780525520375""",4,3.98,Knopf,Hardcover,294,2018,2018,2020/06/09,2020/05/04,"bookclub, library, audiobook, books-about-boozing","bookclub (#23), library (#161), audiobook (#113), books-about-boozing (#43)",read,,,,1,,,0,,,,,
101094,The Famished Road,Ben Okri,"Okri, Ben",,"=""0385425139""","=""9780385425131""",3,3.73,Anchor Books,Paperback,512,1993,1991,,2010/12/16,"bookers, books-about-boozing","bookers (#20), books-about-boozing (#44)",read,,,,1,,,0,,,,,
15793589,Clay,Melissa  Harrison,"Harrison, Melissa",,"=""1608199789""","=""9781608199785""",4,3.81,Bloomsbury USA,Hardcover,272,2013,2013,2020/06/04,2020/05/04,library,library (#158),read,,,,1,,,0,,,,,
1119221,Doomsday Book,Connie Willis,"Willis, Connie",,"=""0553081314""","=""9780553081312""",0,4.02,Spectra,Hardcover,445,1992,1992,,2020/06/03,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
42270835,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",5,4.26,Doubleday,Kindle Edition,213,2019,2019,2020/04/27,2019/09/05,"library, audiobook, 5-star, bookclub, pulitzer, lingering-effect","library (#146), audiobook (#105), 5-star (#104), bookclub (#26), pulitzer (#24), lingering-effect (#45)",read,,,,1,,,0,,,,,
37506348,Winners Take All: The Elite Charade of Changing the World,Anand Giridharadas,"Giridharadas, Anand",,"=""0451493249""","=""9780451493248""",4,4.17,Knopf Publishing Group,Hardcover,288,2018,2018,2019/05/05,2019/03/15,"business, non-fiction, lingering-effect","business (#11), non-fiction (#51), lingering-effect (#44)",read,,,,1,,,0,,,,,
