Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
914234,The Constant Gardener,John le Carré,"Carré, John le",,"=""034073339X""","=""9780340733394""",5,3.81,Coronet,Paperback,570,2006,2001,2017/03/14,2014/09/23,"audiobook, library, 5-star, lingering-effect","audiobook (#16), library (#4), 5-star (#79), lingering-effect (#4)",read,,,,1,,,0,,,,,
27209431,The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future,Kevin Kelly,"Kelly, Kevin",,"=""""","=""""",4,3.93,Viking,Hardcover,336,2016,2016,2017/03/26,2017/02/02,"business, non-fiction, audiobook, library, lingering-effect","business (#8), non-fiction (#36), audiobook (#17), library (#5), lingering-effect (#3)",read,,,,1,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",5,4.18,Bantam Books,Paperback,212,1998,1988,2017/05/25,2017/05/15,"audiobook, library, 5-star, lingering-effect","audiobook (#21), library (#13), 5-star (#82), lingering-effect (#2)",read,,,,1,,,0,,,,,
26883528,Hot Milk,Deborah Levy,"Levy, Deborah",,"=""1620406691""","=""9781620406694""",3,3.44,Bloomsbury USA,Hardcover,218,2016,2015,2017/06/14,2017/06/03,"audiobook, library, booker-shortlist, lingering-effect","audiobook (#23), library (#17), booker-shortlist (#18), lingering-effect (#1)",read,,,,1,,,0,,,,,
24997390,A Strangeness in My Mind,Orhan Pamuk,"Pamuk, Orhan",Ekin Oklap,"=""0571275974""","=""9780571275977""",4,4.12,Faber & Faber,Hardcover,624,2015,2014,2017/07/01,2017/05/27,"booker-shortlist, library","booker-shortlist (#17), library (#15)",read,,,,1,,,0,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",5,4.09,Random House: Modern Library,Paperback,272,2004,1890,2017/06/27,2017/06/19,"audiobook, library, 5-star","audiobook (#24), library (#18), 5-star (#81)",read,,,,1,,,0,,,,,
31951531,"The Golden Ticket: P, Np, and the Search for the Impossible",Lance Fortnow,"Fortnow, Lance",,"=""0691175780""","=""9780691175782""",0,3.59,Princeton University Press,Paperback,192,2017,2013,,2017/04/29,"library, non-fiction, couldn-t-finish","library (#10), non-fiction (#38), couldn-t-finish (#7)",couldn-t-finish,,,,0,,,0,,,,,
6871,Black Dogs,Ian McEwan,"McEwan, Ian",,"=""0385494327""","=""9780385494328""",4,3.44,Anchor,Paperback,149,1998,1992,,2017/05/29,"audiobook, library","audiobook (#22), library (#16)",read,,,,1,,,0,,,,,
16085517,TransAtlantic,Colum McCann,"McCann, Colum",,"=""1400069599""","=""9781400069590""",4,3.82,Random House,Hardcover,304,2013,2013,2017/05/27,2017/05/15,library,library (#14),read,,,,1,,,0,,,,,
18295858,Frog Music,Emma Donoghue,"Donoghue, Emma",,"=""031632468X""","=""9780316324687""",4,3.17,"Little, Brown and Company",Hardcover,416,2014,2014,2017/05/15,2017/05/03,"audiobook, library, books-about-boozing","audiobook (#20), library (#11), books-about-boozing (#24)",read,,,,1,,,0,,,,,
28251002,The Nix,Nathan  Hill,"Hill, Nathan",,"=""110194661X""","=""9781101946619""",5,4.06,Knopf,Hardcover,640,2016,2016,2017/04/21,2016/09/01,"library, 5-star","library (#7), 5-star (#80)",read,,,,1,,,0,,,,,
14273,No Great Mischief,Alistair MacLeod,"MacLeod, Alistair",,"=""0375726659""","=""9780375726651""",4,4.03,Vintage,Paperback,304,2001,1999,2017/05/04,2017/04/21,"cold, books-about-boozing","cold (#6), books-about-boozing (#23)",read,,,,1,,,0,,,,,
11299,After the Quake,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",4,3.78,Vintage,Paperback,147,2003,2000,2017/04/19,2017/04/16,"audiobook, library","audiobook (#19), library (#9)",read,,,,1,,,0,,,,,
27323,Hiroshima,John Hersey,"Hersey, John",,"=""0679721037""","=""9780679721031""",4,3.99,Vintage,Paperback,152,1989,1946,,2017/03/11,"library, non-fiction, war","library (#8), non-fiction (#37), war (#49)",read,,,,1,,,0,,,,,
25489025,The Vegetarian,Han Kang,"Kang, Han","Deborah Smith, Sari Karhulahti, Deborah     Smith, 千日, Alette Bertelsen, Juliane Wammen","=""""","=""""",4,3.59,Hogarth Press,Hardcover,188,2016,2007,2017/04/07,2017/04/02,booker-international,booker-international (#1),read,,,,1,,,0,,,,,
140963,"O Pioneers! (Great Plains Trilogy, #1)",Willa Cather,"Cather, Willa",,"=""0679743626""","=""9780679743620""",3,3.87,Vintage,Paperback,159,1992,1913,2017/04/04,2017/03/26,"audiobook, library","audiobook (#18), library (#6)",read,,,,1,,,0,,,,,
31549906,Do Not Say We Have Nothing,Madeleine Thien,"Thien, Madeleine",,"=""039360988X""","=""9780393609882""",3,3.91,W. W. Norton  Company,Hardcover,474,2016,2016,2017/03/31,2017/02/28,booker-shortlist,booker-shortlist (#16),read,,,,1,,,0,,,,,
28214365,Commonwealth,Ann Patchett,"Patchett, Ann",,"=""0062491792""","=""9780062491794""",5,3.82,Harper,Hardcover,322,2016,2016,2017/02/28,2016/12/14,"5-star, suburban-menace","5-star (#78), suburban-menace (#5)",read,,,,1,,,0,,,,,
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",4,4.23,Small Beer Press,ebook,281,2010,2002,2017/02/23,2017/01/12,,,read,,,,1,,,0,,,,,
13586707,My Brilliant Friend (L'amica geniale #1),Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",4,3.96,Europa Editions,Paperback,331,2012,2011,2017/02/04,2016/12/27,,,read,,,,1,,,0,,,,,
6181,If This Is a Man • The Truce,Primo Levi,"Levi, Primo","Stuart J. Woolf, Paul Bailey","=""0349100136""","=""9780349100135""",4,4.57,Abacus,Paperback,453,1987,1987,2017/02/01,2017/01/10,"audiobook, non-fiction, war","audiobook (#14), non-fiction (#35), war (#48)",read,,,,1,,,0,,,,,
747974,Bulibasha: King Of The Gypsies,Witi Ihimaera,"Ihimaera, Witi",,"=""0140239413""","=""9780140239416""",4,4.04,Penguin Group,Paperback,293,1994,1994,2017/01/21,2016/11/23,new-zealand,new-zealand (#19),read,,,,1,,,0,,,,,
26843627,Concorde: The Rise and Fall of the Supersonic Airliner,Jonathan Glancey,"Glancey, Jonathan",,"=""""","=""""",3,3.61,Atlantic Books,Kindle Edition,320,2015,2015,2017/01/16,2017/01/10,"audiobook, business, non-fiction, aviation","audiobook (#13), business (#7), non-fiction (#33), aviation (#6)",read,"I liked the level of technical detail and it's an interesting story, but... the last couple of chapters descend into rants about the end of the British boffin and British hi-tech industry, the horrors of the rise of investment in digital technology, the evils of low-cost carriers and Michael O'Leary, the ugliness of modern trains, McMansions, you name it! Could have done with some editing - if it was edited, I hate to think how it read before!",,,1,,,0,,,,,
32982498,The Transmigration of Bodies and Signs Preceding the End of the World,Yuri Herrera,"Herrera, Yuri",,"=""""","=""9781925498240""",0,3.86,,Paperback,225,2016,,,2017/01/14,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
5597612,Books That Changed The World,James Andrew Taylor,"Taylor, James Andrew",,"=""1847246028""","=""9781847246028""",4,3.53,Quercus,Hardcover,208,2008,2008,2017/01/11,2016/12/31,non-fiction,non-fiction (#32),read,,,,1,,,0,,,,,
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.28,Orbit,Paperback,410,2016,2016,2017/01/04,2016/12/27,,,read,,,,1,,,0,,,,,
8667764,Dick Frizzell: The Painter,Dick Frizzell,"Frizzell, Dick",Hamish Keith,"=""1869621743""","=""9781869621742""",4,4.00,Godwit,Hardcover,317,2009,2009,2016/12/26,2016/12/31,"non-fiction, new-zealand","non-fiction (#31), new-zealand (#18)",read,,,,1,,,0,,,,,
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",4,3.76,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,2016/12/20,2016/11/05,bookers,bookers (#51),read,,,,1,,,0,,,,,
18498558,"Bird Box (Bird Box, #1)",Josh Malerman,"Malerman, Josh",,"=""""","=""""",4,4.02,Ecco,Hardcover,262,2014,2014,2016/11/23,2016/10/29,,,read,,,,1,,,0,,,,,
14236,Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,"Flanagan, Richard",,"=""1843540703""","=""9781843540700""",2,3.70,Atlantic Books,Paperback,449,2003,2001,2016/11/20,2016/10/18,,,read,,,,1,,,0,,,,,
28449257,The Wonder,Emma Donoghue,"Donoghue, Emma",,"=""0316393878""","=""9780316393874""",4,3.62,"Little, Brown and Company",Hardcover,291,2016,2016,2016/11/16,2016/08/30,religion,religion (#16),read,,,,1,,,0,,,,,
372811,"Love in a Cold Climate (Radlett & Montdore, #2)",Nancy Mitford,"Mitford, Nancy",,"=""0140009841""","=""9780140009842""",4,3.80,Penguin,Paperback,249,1999,1949,2016/11/01,2015/10/26,audiobook,audiobook (#12),read,,,,1,,,0,,,,,
51496,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Mervyn Peake, Théo Varlet, Patrick Horgan, Dan Chaon","=""0451528956""","=""9780451528957""",5,3.82,Signet Classics,Paperback,144,2003,1886,2016/09/05,2016/08/31,"audiobook, 5-star","audiobook (#8), 5-star (#76)",read,,,,1,,,0,,,,,
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""""","=""""",4,3.91,Quirk,Hardcover,352,2011,2011,2016/10/06,2016/09/25,,,read,,,,1,,,0,,,,,
5631674,The Missing,Tim Gautreaux,"Gautreaux, Tim",,"=""0307270157""","=""9780307270153""",4,3.91,Knopf,Hardcover,375,2009,2009,2016/09/13,2016/08/30,war,war (#46),read,,,,1,,,0,,,,,
29752912,Nutshell,Ian McEwan,"McEwan, Ian",,"=""1911214330""","=""9781911214335""",4,3.67,Jonathan Cape,Hardcover,199,2016,2016,2016/09/20,2016/08/30,unlikeable-male-protagonist,unlikeable-male-protagonist (#33),read,Stewie Griffin in utero narrates a murder plot: tenuous link to Hamlet.,,,1,,,0,,,,,
7381740,The Rehearsal,Eleanor Catton,"Catton, Eleanor",,"=""0316074330""","=""9780316074339""",4,3.43,Reagan Arthur Books,Hardcover,312,2010,2008,2016/09/29,2016/07/25,new-zealand,new-zealand (#17),read,Clever but a bit annoying.,,,1,,,0,,,,,
23289,The Dead,James Joyce,"Joyce, James",,"=""""","=""9780974960906""",4,4.04,Melville House Publishing,Paperback,64,2011,1914,2016/09/06,2016/08/31,audiobook,audiobook (#10),read,,,,1,,,0,,,,,
25111119,Barkskins,Annie Proulx,"Proulx, Annie",,"=""0743288785""","=""9780743288781""",2,3.79,Scribner,Hardcover,717,2016,2016,2016/08/30,2016/07/16,"cold, nautical, new-zealand","cold (#5), nautical (#14), new-zealand (#16)",read,"I really loved the first 25% or so of this book. I'm an Annie Proulx fan and it was evocative stuff - the chilly Boreal environment, the rough pioneers. <br/><br/>Then it all changed. <br/><br/>Generation after generation was introduced and exited. Normally I'm a fan of the epic generation-sweeping and continent-sweeping novel, but this descended into something more like bullet point lists of what each generation got up to until they died.<br/><br/>The tone lurched from novelised version of ""a history of the forestry industry"" to preachy ""save the forest"". In the end I thought perhaps we were about to see a bit of hope and optimism. But, no. <br/><br/>Too ambitious I think.",,,1,,,0,,,,,
43944,Suite Française,Irène Némirovsky,"Némirovsky, Irène",Sandra Smith,"=""1400096278""","=""9781400096275""",4,3.82,Vintage,Paperback,431,2007,2004,2016/07/21,2015/10/26,,,read,,,,1,,,0,,,,,
355190,Orientalism,Edward W. Said,"Said, Edward W.",Jean-Leon Gerome,"=""""","=""""",4,4.07,Vintage,Paperback,395,2003,1978,2016/07/20,2016/04/04,"non-fiction, audiobook","non-fiction (#28), audiobook (#7)",read,"Impressive, but a bit of a marathon on audio book!",,,1,,,0,,,,,
13158800,The Light Between Oceans,M.L. Stedman,"Stedman, M.L.",,"=""1451681739""","=""9781451681734""",3,4.03,Scribner,Hardcover,362,2012,2012,2016/07/06,2016/06/05,"nautical, war, religion","nautical (#13), war (#45), religion (#14)",read,,,,1,,,0,,,,,
18969558,Out Stealing Horses,Per Petterson,"Petterson, Per",Anne Born,"=""""","=""""",5,3.79,Graywolf Press,Kindle Edition,260,2012,2003,2015/12/02,2015/10/10,"war, 5-star, cold","war (#38), 5-star (#68), cold (#3)",read,,,,1,,,0,,,,,
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",H.T. Willetts,"=""0374529523""","=""9780374529529""",4,3.96,"Farrar, Straus and Giroux",Paperback,182,2005,1962,2016/01/30,2016/01/20,cold,cold (#2),read,,,,1,,,0,,,,,
17333319,Burial Rites,Hannah Kent,"Kent, Hannah",,"=""0316243914""","=""9780316243919""",4,4.01,"Little, Brown and Company",Hardcover,336,2013,2013,2016/06/25,2016/06/05,cold,cold (#1),read,,,,1,,,0,,,,,
23399025,The Seven Good Years,Etgar Keret,"Keret, Etgar","Sondra Silverston, Miriam Shlesinger, Jessica Cohen, Anthony Berris","=""1594633266""","=""9781594633263""",4,4.16,Riverhead Books,Hardcover,173,2015,2013,2016/06/13,2016/06/01,,,read,,,,1,,,0,,,,,
18004531,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",Elisa Donovan,"=""""","=""""",3,3.95,Random House Audio,Audible Audio,6,2013,2013,2015/08/11,2015/07/29,"business, non-fiction, audiobook","business (#1), non-fiction (#19), audiobook (#1)",read,,,,1,,,0,,,,,
18629384,Wake,Elizabeth Knox,"Knox, Elizabeth",,"=""086473770X""","=""9780864737700""",4,3.66,Victoria University Press,Mass Market Paperback,443,2013,2013,,2016/05/16,new-zealand,new-zealand (#9),read,,,,1,,,0,,,,,
12031532,The Garden of Evening Mists,Tan Twan Eng,"Eng, Tan Twan",,"=""1905802498""","=""9781905802494""",4,4.12,Myrmidon,Hardcover,350,2011,2011,,2016/02/07,"booker-shortlist, war","booker-shortlist (#8), war (#44)",read,,,,1,,,0,,,,,
16126596,The People in the Trees,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385536771""","=""9780385536776""",4,3.70,Doubleday,Hardcover,369,2013,2013,2016/06/07,2016/05/13,,,read,,,,1,,,0,,,,,
25104465,Tipping the Velvet,Sarah Waters,"Waters, Sarah",,"=""""","=""""",0,4.02,"Riverhead Books, U.S.",Paperback,472,2000,1998,,2016/06/05,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
25596302,Chappy,Patricia Grace,"Grace, Patricia",,"=""""","=""""",4,3.96,Penguin New Zealand,Kindle Edition,,2015,2015,2016/05/18,2016/05/06,"war, new-zealand","war (#43), new-zealand (#1)",read,,,,1,,,0,,,,,
8064813,Inheritance,Jenny Pattrick,"Pattrick, Jenny",,"=""1869793072""","=""9781869793074""",4,3.58,Random House,Paperback,386,2010,2010,2012/02/25,2012/02/20,new-zealand,new-zealand (#15),read,,,,1,,,0,,,,,
3284601,Landings,Jenny Pattrick,"Pattrick, Jenny",,"=""1869419707""","=""9781869419707""",4,3.85,Black Swan,Paperback,316,2008,2008,,2012/02/22,new-zealand,new-zealand (#14),read,,,,1,,,0,,,,,
706197,In My Father's Den,Maurice Gee,"Gee, Maurice",,"=""0143019414""","=""9780143019411""",4,3.88,Penguin Group,Paperback,175,2004,1972,,2010/12/18,new-zealand,new-zealand (#13),read,,,,1,,,0,,,,,
1022376,The Colour,Rose Tremain,"Tremain, Rose",,"=""0099425157""","=""9780099425151""",5,3.83,Vintage,Paperback,369,2004,2003,,2010/12/18,"5-star, new-zealand","5-star (#16), new-zealand (#12)",read,,,,1,,,0,,,,,
8666582,Hand Me Down World,Lloyd Jones,"Jones, Lloyd",,"=""030740014X""","=""9780307400147""",4,3.57,Alfred A. Knopf Canada,Hardcover,313,2010,2010,2012/05/27,2012/05/16,new-zealand,new-zealand (#11),read,,,,1,,,0,,,,,
706146,"Plumb (Plumb, #1)",Maurice Gee,"Gee, Maurice",,"=""057111279X""","=""9780571112791""",3,3.87,Faber & Faber,Unknown Binding,272,1978,1978,,2010/12/18,new-zealand,new-zealand (#10),read,,,,1,,,0,,,,,
1295361,Tu,Patricia Grace,"Grace, Patricia",,"=""0824829271""","=""9780824829278""",4,3.95,University of Hawaii Press,Paperback,287,2004,2004,,2010/12/18,"war, new-zealand","war (#17), new-zealand (#8)",read,,,,1,,,0,,,,,
1108204,Potiki,Patricia Grace,"Grace, Patricia",,"=""""","=""""",4,3.81,University of Hawaii Press,Paperback,192,1995,1986,,2010/12/18,new-zealand,new-zealand (#7),read,,,,1,,,0,,,,,
543873,Mister Pip,Lloyd Jones,"Jones, Lloyd",,"=""0385341067""","=""9780385341066""",4,3.65,The Dial Press,Hardcover,256,2007,2006,,2011/01/08,"booker-shortlist, new-zealand","booker-shortlist (#14), new-zealand (#6)",read,,,,1,,,0,,,,,
460635,The Bone People,Keri Hulme,"Hulme, Keri",,"=""0140089225""","=""9780140089226""",5,4.05,Penguin Books,Paperback,450,1986,1984,2012/07/31,2011/04/12,"bookers, 5-star, books-about-boozing, new-zealand","bookers (#26), 5-star (#40), books-about-boozing (#2), new-zealand (#5)",read,,,,1,,,0,,,,,
17669072,The Luminaries,Eleanor Catton,"Catton, Eleanor",,"=""""","=""""",5,3.72,"Little, Brown and Company",Kindle Edition,832,2013,2013,2013/11/22,2013/10/17,"bookers, new-zealand","bookers (#45), new-zealand (#4)",read,,,,1,,,0,,,,,
24006876,Air New Zealand: Celebrating 75 Years,Paul    Little,"Little, Paul",,"=""""","=""9780477330251""",4,4.25,Bauer Media Group (NZ) Ltd,Paperback,242,2014,2014,2014/12/22,2014/12/22,"non-fiction, aviation, new-zealand","non-fiction (#1), aviation (#2), new-zealand (#3)",read,,,,1,,,0,,,,,
25987825,Wulf,Hamish Clayton,"Clayton, Hamish",,"=""""","=""""",4,3.72,Penguin Books New Zealand,Kindle Edition,,2011,2011,2016/03/02,2016/02/08,new-zealand,new-zealand (#2),read,,,,1,,,0,,,,,
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",3,3.93,Riverhead Books,Hardcover,325,2015,2015,2016/05/06,2016/04/28,"books-about-boozing, suburban-menace","books-about-boozing (#22), suburban-menace (#3)",read,,,,1,,,0,,,,,
439796,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families: Stories from Rwanda,Philip Gourevitch,"Gourevitch, Philip",Jeff Cummings,"=""1433203464""","=""9781433203466""",4,4.20,Blackstone Audiobooks,Audio CD,12,2007,1998,2016/05/05,2016/03/25,"audiobook, war, non-fiction","audiobook (#6), war (#42), non-fiction (#27)",read,,,,1,,,0,,,,,
8146619,The Right Stuff,Tom Wolfe,"Wolfe, Tom",,"=""""","=""""",4,4.22,,Kindle Edition,369,,1979,2016/05/01,2016/04/04,"aviation, non-fiction, war","aviation (#4), non-fiction (#26), war (#41)",read,,,,1,,,0,,,,,
12948,The Turn of the Screw,Henry James,"James, Henry",,"=""0140620613""","=""9780140620610""",0,3.42,Penguin,Paperback,121,1994,1898,,2016/03/27,couldn-t-finish,couldn-t-finish (#6),couldn-t-finish,,,,0,,,0,,,,,
22750115,Safer Skies: An Accident Investigator on Why Planes Crash and the State of Aviation Safety,David Soucie,"Soucie, David",Ozzie Cheek,"=""1632205890""","=""9781632205896""",3,3.74,Skyhorse,Paperback,240,2015,2015,2016/04/04,2016/04/02,"aviation, non-fiction","aviation (#3), non-fiction (#25)",read,,,,1,,,0,,,,,
343883,The Riders,Tim Winton,"Winton, Tim",,"=""0684822776""","=""9780684822778""",5,3.62,Scribner,Paperback,377,1996,1996,2016/04/02,2015/05/07,"5-star, books-about-boozing, booker-shortlist","5-star (#73), books-about-boozing (#21), booker-shortlist (#15)",read,,,,1,,,0,,,,,
16204,Daisy Miller,Henry James,"James, Henry",,"=""1592243002""","=""9781592243006""",4,3.38,Wildside Press,Paperback,164,2003,1878,2016/03/27,2016/03/12,,,read,,,,1,,,0,,,,,
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",4,4.13,Broadway Books,Paperback,246,1998,1990,2016/03/13,2016/02/08,war,war (#40),read,,,,1,,,0,,,,,
357806,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""081120068X""","=""9780811200684""",4,4.04,New Directions (NY),Paperback,122,1951,1922,2016/03/26,2016/03/12,religion,religion (#13),read,,,,1,,,0,,,,,
815309,On Chesil Beach,Ian McEwan,"McEwan, Ian",,"=""0224081187""","=""9780224081184""",4,3.59,Jonathan Cape,Hardcover,166,2007,2007,,2010/12/16,booker-shortlist,booker-shortlist (#13),read,,,,1,,,0,,,,,
1330324,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,"Ghosh, Amitav",,"=""071956896X""","=""9780719568961""",4,3.96,John Murray Publisher,Paperback,513,2008,2008,2011/07/21,2011/06/17,"nautical, booker-shortlist","nautical (#5), booker-shortlist (#12)",read,,,,1,,,0,,,,,
6280379,The Children's Book,A.S. Byatt,"Byatt, A.S.",,"=""0307272095""","=""9780307272096""",4,3.64,Knopf,Hardcover,675,2009,2009,,2010/12/27,booker-shortlist,booker-shortlist (#11),read,,,,1,,,0,,,,,
2694539,The Glass Room,Simon Mawer,"Mawer, Simon",,"=""1408700778""","=""9781408700778""",4,3.91,Little Brown and Company,Paperback,405,2009,2009,,2010/12/18,"war, booker-shortlist","war (#16), booker-shortlist (#10)",read,,,,1,,,0,,,,,
7937843,Room,Emma Donoghue,"Donoghue, Emma",,"=""""","=""""",4,4.06,"Little, Brown and Company",Hardcover,321,2010,2010,2011/09/24,2011/08/25,booker-shortlist,booker-shortlist (#9),read,Grim,,,1,,,0,,,,,
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz","Stanley Corngold, Mircea Ivănescu","=""""","=""""",4,3.83,Bantam Classics,Paperback,201,1972,1915,2016/02/08,2016/01/20,,,read,,,,1,,,0,,,,,
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo",Aylmer Maude,"=""1600964338""","=""9781600964336""",4,4.09,Waking Lion Press,Paperback,86,2006,1886,2016/02/05,2016/01/20,,,read,,,,1,,,0,,,,,
17207180,The Glass Bead Game,Hermann Hesse,"Hesse, Hermann",,"=""""","=""""",2,4.12,Holt Paperbacks,Kindle Edition,580,2002,1943,,2015/11/03,couldn-t-finish,couldn-t-finish (#5),couldn-t-finish,,,,0,,,0,,,,,
17375358,Great Expectations,Charles Dickens,"Dickens, Charles",,"=""""","=""""",5,3.78,Amazon Media EU S.à r.l.,Kindle Edition,286,2012,1861,2016/01/13,2015/09/28,5-star,5-star (#71),read,,,,1,,,0,,,,,
25334576,Grief is the Thing with Feathers,Max Porter,"Porter, Max",,"=""0571323766""","=""9780571323760""",4,3.87,Faber & Faber,Hardcover,114,2015,2015,2016/01/01,2015/12/31,,,read,,,,1,,,0,,,,,
19205508,Miguel Street,V.S. Naipaul,"Naipaul, V.S.",,"=""""","=""9781447209393""",3,3.95,Picador,Kindle Edition,192,2012,1959,2015/12/16,2015/11/03,,,read,,,,1,,,0,,,,,
2037907,O Jerusalem!,Dominique Lapierre,"Lapierre, Dominique",,"=""1590072979""","=""9781590072974""",5,4.31,New Millennium Audio,Audio CD,0,2003,1972,2015/12/09,2015/10/01,"audiobook, non-fiction, 5-star, war","audiobook (#5), non-fiction (#24), 5-star (#69), war (#39)",read,Worth the long haul!,,,1,,,0,,,,,
24499258,Slade House,David Mitchell,"Mitchell, David",,"=""0812998685""","=""9780812998689""",4,3.81,Random House,Hardcover,238,2015,2015,2015/12/07,2015/09/30,,,read,,,,1,,,0,,,,,
22348782,A Brief History of Seven Killings,Marlon James,"James, Marlon",,"=""""","=""""",4,3.89,Riverhead ,Kindle Edition,688,2014,2014,2015/11/26,2015/10/24,bookers,bookers (#50),read,,,,1,,,0,,,,,
8167250,Cannery Row,John Steinbeck,"Steinbeck, John",,"=""""","=""""",5,4.04,Penguin Books,Kindle Edition,212,2008,1945,2015/10/26,2015/10/10,"5-star, books-about-boozing","5-star (#66), books-about-boozing (#20)",read,,,,1,,,0,,,,,
16155372,Of Human Bondage,W. Somerset Maugham,"Maugham, W. Somerset",,"=""""","=""""",5,4.10,Amazon Digital Services LLC,Kindle Edition,380,2012,1915,2015/10/23,2015/09/29,"unlikeable-male-protagonist, religion, 5-star","unlikeable-male-protagonist (#32), religion (#12), 5-star (#65)",read,,,,1,,,0,,,,,
25780610,Fortune Smiles,Adam Johnson,"Johnson, Adam",,"=""""","=""""",4,4.02,Random House Trade Paperbacks,Kindle Edition,321,2015,2015,2015/10/01,2015/07/29,,,read,,,,1,,,0,,,,,
8728337,The Hare with Amber Eyes: A Family's Century of Art and Loss,Edmund de Waal,"Waal, Edmund de",,"=""""","=""""",3,3.89,,Kindle Edition,354,,2009,2015/09/26,2015/09/05,"costa-whitbread, war, non-fiction","costa-whitbread (#12), war (#36), non-fiction (#23)",read,,,,1,,,0,,,,,
26771516,747: Creating the World's First Jumbo Jet and Other Adventures from a Life in Aviation,Joe Sutter,"Sutter, Joe",,"=""""","=""""",5,4.20,"Audible, Inc.",Audiobook,,2013,2006,2015/09/26,2015/09/19,"audiobook, non-fiction, aviation, 5-star","audiobook (#4), non-fiction (#22), aviation (#1), 5-star (#64)",read,,,,1,,,0,,,,,
74406,"Fifth Business (The Deptford Trilogy, #1)",Robertson Davies,"Davies, Robertson",,"=""0141181362""","=""9780141181363""",5,4.06,Penguin,Paperback,252,2002,1970,2015/07/24,2015/07/01,"war, religion, 5-star","war (#35), religion (#10), 5-star (#63)",read,,,,1,,,0,,,,,
10587959,The Mountains of Mourning,Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",4,4.28,Amazon Digital Services,Kindle Edition,83,2011,1989,2015/09/16,2015/09/10,,,read,,,,1,,,0,,,,,
13133742,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,"Ries, Eric",,"=""0307939847""","=""9780307939845""",4,4.10,Random House Audio,Audio,,2011,2011,2015/09/13,2015/08/15,"audiobook, non-fiction, business","audiobook (#3), non-fiction (#21), business (#5)",read,,,,1,,,0,,,,,
28920,A Pale View of Hills,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225373""","=""9780571225378""",4,3.76,Faber and Faber,Paperback,183,2005,1982,,2010/12/18,war,war (#37),read,,,,1,,,0,,,,,
28922,An Artist of the Floating World,Kazuo Ishiguro,"Ishiguro, Kazuo",Αργυρώ Μαντόγλου,"=""0571225365""","=""9780571225361""",5,3.77,Faber and Faber,Paperback,206,2005,1986,2011/06/09,2010/12/18,"5-star, costa-whitbread, unlikeable-male-protagonist","5-star (#15), costa-whitbread (#5), unlikeable-male-protagonist (#31)",read,,,,1,,,0,,,,,
